algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,train_main_time,train_preprocess_time,train_postprocess_time,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,RANGE_PR_AUC,BestF1Score,FalseNegativeRate,result_path,Recommendation_ACC
HBOS,OBSEA,2021-12-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.477508783340454,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.318042278289797,,,0.8487397332282016,0.2725786654264684,0.4107110220284857,0.7415730337078652,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-17_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.2068612575531,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.314151048660278,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,17.509408712387085,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,16.677006483078003,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.405950784683228,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,15.381032466888428,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.706720113754272,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,13.54470682144165,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.043838024139404,,,0.8111265795673592,0.0726519472999972,0.0780824389414403,0.2347826086956521,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.682312965393066,,,0.8522424058383696,0.1064466263693234,0.2009083423141922,0.7659574468085106,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,12.434852600097656,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.713199138641356,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.429242849349976,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-10-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",39.08980107307434,,,21.9971890449524,,,0.4722244508629297,0.0859541684260158,0.0709603202060818,0.0964912280701754,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_08_21_12/results.csv,0.0
Random Black Forest (RR),OBSEA,2022-12-31,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,2,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1780.4259929656982,,,23.51501059532165,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_10_05_50/results.csv,0.0
HBOS,OBSEA,2022-02-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,11.651078701019289,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_05_12/results.csv,0.0
HBOS,OBSEA,2022-02-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,23.22287011146545,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_15_16/results.csv,0.0
HBOS,OBSEA,2021-12-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,15.343976259231567,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,15.320692777633669,,,0.8978658946140106,0.1984232968950047,0.2975163760136691,0.521594684385382,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.1319682598114,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,15.26146960258484,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,13.273591995239258,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,18.636417388916016,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-17_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.319805145263672,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,17.155083656311035,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.664329767227173,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,16.088043689727783,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.542123079299929,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.942441701889038,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,17.238336324691772,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,13.37329602241516,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,13.920655250549316,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,16.103107213974,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,16.989322185516357,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,12.834819555282593,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,21.175647497177124,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,13.531360387802124,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.354037046432495,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,13.001670122146606,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,15.868999719619753,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.937850952148438,,,0.8362465452857655,0.0071812316408845,0.0244559417965976,0.5909090909090909,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-12-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.152924060821531,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.242039918899536,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,14.263450622558594,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.422020435333252,,,0.1098079563725701,0.019855314402922,0.0217389154085541,0.989010989010989,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,17.24721670150757,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,12.949610948562622,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.841633558273315,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
HBOS,OBSEA,2021-11-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,16.888497829437256,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-12-25,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",32.69203591346741,,,18.955867528915405,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_25_02/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-03-15,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",42.14589834213257,,,18.594523429870605,,,0.5019688451313499,0.1122850398275239,0.1135748116172232,0.5515463917525774,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_23_51/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-01-03,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",18.81588220596313,,,9.059541702270508,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_01_09_16/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-05-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",38.360126972198486,,,19.26219320297241,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_11_29/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-04-06,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",33.41010808944702,,,17.217231035232544,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_07_58_00/results.csv,0.0
HBOS,OBSEA,2022-01-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,12.412819147109984,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_22_23_46_45/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-08-31,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",41.42830634117127,,,21.72075581550598,,,0.526345366995254,0.0159168748928553,0.0362934238299575,0.1475409836065573,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_06_11_54/results.csv,0.0
HBOS,OBSEA,2022-01-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,27.465892553329468,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_03_00_55/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-03-11,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",18.009011030197144,,,8.887367248535156,,,0.6023376647276122,0.1557536149567168,0.0949544296547658,0.1544715447154471,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_10_38_08/results.csv,0.0
Random Black Forest (RR),OBSEA,2022-02-25,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1428.8980917930603,,,183.3432161808014,,,0.6077802059676336,0.2107944233191596,0.1052621606742672,0.9444444444444444,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_06_35_39/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-09-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",22.04819369316101,,,8.393709897994995,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_10_54_09/results.csv,0.0
Random Black Forest (RR),OBSEA,2022-03-06,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,2,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1178.3448915481567,,,216.5060636997223,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_22_23_51_48/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-03-19,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",23.769508838653564,,,10.929365634918211,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_35_48/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-09-16,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",42.9497663974762,,,22.772587299346924,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_06_21_33/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-08-18,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",22.73696637153625,,,8.028257131576538,,,0.5815727367701147,0.407922144621811,0.4705008898104862,0.6184510250569476,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_10_51_19/results.csv,0.0
HBOS,OBSEA,2022-04-17_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,24.80475401878357,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_47_05/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-04-28,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",15.900952339172363,,,9.065762519836426,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_06_49_34/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-05-31,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",17.880213022232056,,,8.354282855987549,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_22_23_41_01/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-05-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",52.42657971382141,,,23.632025718688965,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_09_01_14/results.csv,0.0
HBOS,OBSEA,2022-12-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,11.123193740844728,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_22_23_26_44/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-12-19,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1569.7243654727936,,,22.97716879844665,,,0.829868094167751,0.0108634867373755,0.0230589423049685,0.0625,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_19_02/results.csv,0.0
